# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
#[BULBASAUR]
#Name = Bulbasaur
#Types = GRASS,POISON
#BaseStats = 45,49,49,45,65,65
#GenderRatio = FemaleOneEighth
#GrowthRate = Parabolic
#BaseExp = 64
#EVs = SPECIAL_ATTACK,1
#CatchRate = 45
#Happiness = 50
#Abilities = OVERGROW
#HiddenAbilities = CHLOROPHYLL
#Moves = 1,TACKLE,1,GROWL,3,VINEWHIP,6,GROWTH,9,LEECHSEED,12,RAZORLEAF,15,POISONPOWDER,15,SLEEPPOWDER,18,SEEDBOMB,21,TAKEDOWN,24,SWEETSCENT,27,SYNTHESIS,30,WORRYSEED,33,DOUBLEEDGE,36,SOLARBEAM
#TutorMoves = AMNESIA,ATTRACT,BODYSLAM,BULLETSEED,CHARM,CUT,DOUBLETEAM,ENDURE,ENERGYBALL,FACADE,FALSESWIPE,FLASH,GIGADRAIN,GRASSKNOT,GRASSPLEDGE,GRASSYGLIDE,GRASSYTERRAIN,HELPINGHAND,HIDDENPOWER,LEAFSTORM,LIGHTSCREEN,MAGICALLEAF,POWERWHIP,PROTECT,REST,ROCKSMASH,ROUND,SAFEGUARD,SEEDBOMB,SLEEPTALK,SLUDGEBOMB,SNORE,SOLARBEAM,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWORDSDANCE,TOXIC,VENOSHOCK,WEATHERBALL,WORKUP
#EggMoves = AMNESIA,CHARM,CURSE,GRASSYTERRAIN,INGRAIN,LEAFSTORM,MAGICALLEAF,NATUREPOWER,PETALDANCE,POWERWHIP,SKULLBASH,SLUDGE
##EggGroups = Monster,Grass
#HatchSteps = 5120
#Height = 0.7
#Weight = 6.9
#Color = Green
#Shape = Quadruped
#Habitat = Grassland
#Category = Seed
#Pokedex = Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger.
#Generation = 1
#Evolutions = IVYSAUR,Level,16
#-------------------------------
[MOLLUCOTTA]
EggGroups = Monster
HatchSteps = 8960
Height = 1.8
Weight = 453.0
Color = Gray
Shape = Bipedal
Habitat = Cave
Category = Arsenal
Pokedex = Wah! "the cruelest Pokémon in mazah", its sig is just super luck again, made out of entirely just stone
WildItemUncommon = HARDSTONE
#-------------------------------
[ELORIMANDA]
Name = Elorimanda
Types = DRAGON,PSYCHIC
BaseStats = 110,80,140,80,110,160
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 306
EVs = SPECIAL_DEFENSE,3
CatchRate = 70
Happiness = 0
Abilities = PRISMARMOR
Moves = 1,PSYWAVE,1,ALLYSWITCH,1,GUARDSPLIT,1,GLARE,5,LIGHTSCREEN,10,DRAGONTAIL,15,CONFUSERAY,20,SUPERFANG,25,REFLECT,30,PSYCHICFANGS,35,IMPRISON,40,PSYSHOCK,45,CALMMIND,50,PSYCHIC,55,PROTECT,60,MANADRAIN,65,DRAGONPULSE,70,QUICKGUARD,75,PSYSTRIKE,80,SLACKOFF,85,DRACOMETEOR,90,NASTYPLOT,95,STOREDPOWER,100,MOONBLAST
TutorMoves = CUT,STRENGTH,DEFOG,WORKUP,ALLYSWITCH,SAFEGUARD,HELPINGHAND,BULKUP,CALMMIND,ROAR,SWAGGER,TAUNT,HYPERBEAM,SANDSTORM,RAINDANCE,SUNNYDAY,HAIL,TORMENT,FOCUSBLAST,SWORDSDANCE,LIGHTSCREEN,REFLECT,ALLYSWITCH,NASTYPLOT,PSYCRUSH,DRAGONPULSE,DRAGONCLAW,SCREECH,SNARL,SHADOWCLAW,PLAYROUGH,WILDCHARGE,AVALANCHE,DAZZLINGGLEAM
EggGroups = Undiscovered
HatchSteps = 30855
Height = 8.7
Weight = 1512.2
Color = Pink
Shape = BipedalTail
Category = Resplendent
Pokedex = present or something i dunno, its signature is just solid rock, so get solid rock but for a black statue
#-------------------------------
[M_CRABRAWLER]
Name = Crabrawler
Types = GROUND
BaseStats = 57,57,82,73,32,37
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 68
EVs = ATTACK,1
CatchRate = 225
Happiness = 50
Abilities = HYPERCUTTER,TECHNICIAN
HiddenAbilities = SANDSTREAM
Moves = 1,VISEGRIP,5,MUDSLAP,9,LEER,13,PURSUIT,17,METALCLAW,22,MUDBOMB,25,BULLDOZE,29,HONECLAWS,33,STOMPINGTANTRUM,37,CRABHAMMER,42,IRONDEFENSE,45,IRONHEAD,49,HEAVYSLAM
TutorMoves = CUT,STRENGTH,WORKUP,HELPINGHAND,DOUBLETEAM,HIDDENPOWER,SWAGGER,TAUNT,PROTECT,SANDSTORM,EARTHQUAKE,RETURN,DIG,BRICKBREAK,ROCKTOMB,REST,SLEEPTALK,SCORCHINGSANDS,FALSESWIPE,BODYSLAM,BRUTALSWING,FOULPLAY,SWORDSDANCE,SUBSTITUTE,ROCKSLIDE,XSCISSOR,STONEEDGE,SNARL
EggMoves = AMNESIA,ENDEAVOR,SUPERPOWER,WIDEGUARD
EggGroups = Field
HatchSteps = 5120
Height = 0.6
Weight = 7.0
Color = Purple
Shape = Insectoid
Category = Boxing
Pokedex = Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
WildItemUncommon = SOFTSAND
Evolutions = CRUSTANG,Location,999
#-------------------------------
[CRUSTANG]
Name = Crustang
Types = GROUND,STEEL
BaseStats = 90,93,132,86,44,43
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 167
EVs = ATTACK,2
CatchRate = 60
Happiness = 50
Abilities = HYPERCUTTER,TECHNICIAN
HiddenAbilities = SANDSTREAM
Moves = 1,IRONDEFENSE,1,PURSUIT,1,VISEGRIP,1,MUDSLAP,1,LEER,5,MUDSLAP,9,LEER,13,PURSUIT,17,METALCLAW,22,MUDBOMB,25,BULLDOZE,29,HONECLAWS,33,HIGHHORSEPOWER,37,CRABHAMMER,42,SHIFTGEAR,45,IRONHEAD,49,HEAVYSLAM
TutorMoves = CUT,STRENGTH,WORKUP,HELPINGHAND,EXPLOSION,DOUBLETEAM,HIDDENPOWER,SWAGGER,TAUNT,PROTECT,SANDSTORM,EARTHQUAKE,RETURN,DIG,BRICKBREAK,ROCKTOMB,REST,SLEEPTALK,SCORCHINGSANDS,FALSESWIPE,FLASHCANNON,BODYPRESS,THUNDERWAVE,FLAMEWHEEL,BODYSLAM,BRUTALSWING,FOULPLAY,SWORDSDANCE,SUBSTITUTE,ROCKSLIDE,XSCISSOR,SCREECH,STONEEDGE,SNARL
EggGroups = Field
HatchSteps = 5120
Height = 1.7
Weight = 180.0
Color = White
Shape = Insectoid
Category = Woolly Crab
Pokedex = It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!
WildItemCommon = NUGGET
WildItemUncommon = NUGGET
WildItemRare = NUGGET
#-------------------------------
[M_BURMY]
Name = Burmy
Types = BUG,NORMAL
BaseStats = 40,29,45,29,45,36
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 45
EVs = DEFENSE,1
CatchRate = 120
Happiness = 70
Abilities = MIMICRY
HiddenAbilities = MOODY
Moves = 1,PROTECT,1,DECORATE,10,TACKLE,15,STRUGGLEBUG,20,STRINGSHOT
TutorMoves = WORKUP,SCATTERDUST,SWAGGER,ENERGYBALL,BULLETSEED,GRASSKNOT
EggGroups = Bug,Fairy
Height = 0.2
Weight = 3.4
Colour = Red
Shape = HeadBase
Category = Bagworm
Pokedex = Notoriously rebellious, stubborn and often ignore orders. They are released more often than most which makes them more rebellious to the common trainer.
Evolutions = PAPELLAUDE,HappinessLevel,60
#-------------------------------
[PAPELLAUDE]
Name = Papellaude
Types = BUG,NORMAL
BaseStats = 94,78,69,118,113,58
GenderRatio = Genderless
GrowthRate = Fluctuating
BaseExp = 45
EVs = SPECIAL_ATTACK,1,SPEED,1
CatchRate = 120
Happiness = 70
Abilities = COMPETITIVE
HiddenAbilities = MULTISCALE
Moves = 0,SPOTLIGHT,1,PROTECT,1,DECORATE,10,TACKLE,15,STRUGGLEBUG,20,STRINGSHOT,23,AIRCUTTER,26,EXTRASENSORY,29,WHIRLWIND,32,SWIFT,35,POWDER,38,SILVERWIND,41,ROOST,44,TEETERDANCE,47,HYPERVOICE,50,BUGBUZZ,55,SPOTLIGHT,59,QUIVERDANCE,63,STICKYWEB,74,BOOMBURST
TutorMoves = WORKUP,HELPINGHAND,CALMMIND,DOUBLETEAM,SCATTERDUST,SWAGGER,TAUNT,TRIATTACK,SUNNYDAY,SOLARBEAM,PSYCHIC,LIGHTSCREEN,REFLECT,SAFEGUARD,SLUDGEBOMB,AERIALACE,TORMENT,FACADE,ALLYSWITCH,STEELWING,ENERGYBALL,SCOURINGWINDS,TOXIC,NASTYPLOT,UTURN,SNARL,DAZZLINGGLEAM
EggGroups = Bug,Fairy
Height = 0.9
Weight = 23.1
Colour = White
Shape = Winged
Category = Confetti
Pokedex = As deadly as it is precise. Due to the lack of interest from trainers in their pre-evo, these Pokemon are hard to come by. Only the calmest trainers can obtain it.
WildItemUncommon = SILVERPOWDER
#-------------------------------
[MINGOT]
Name = Mingot
Types = NORMAL
BaseStats = 30,40,55,67,28,35
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 55
EVs = SPEED,1
CatchRate = 255
Happiness = 70
Abilities = LONGREACH,PICKUP
HiddenAbilities = TOUGHCLAWS
Moves = 1,SCRATCH,1,LEER,3,ODORSLEUTH,6,LICK,9,FURYSWIPES,12,METALCLAW,15,QUICKATTACK,18,DIG,21,HONECLAWS,24,BULLETPUNCH,27,SUPERFANG,30,SMARTSTRIKE,33,SLASH,36,TAUNT,39,KNOCKOFF
TutorMoves = CUT,WORKUP,HELPINGHAND,ROAR,SWAGGER,TAUNT,DIG,BRICKBREAK,ROCKTOMB,FACADE,THIEF,LOWSWEEP,FALSESWIPE,BODYSLAM,ASSURANCE,GYROBALL,SUBSTITUTE,ROCKSLIDE,XSCISSOR,SCREECH,SNARL,SHADOWCLAW,FORGEBREATH
EggMoves = ENDEAVOR,TAILSLAP,ENDURE,NIGHTSLASH
EggGroups = Field
HatchSteps = 5120
Height = 0.3
Weight = 4.5
Colour = Brown
Shape = BipedalTail
Habitat = Grassland
Category = Panhandle 
Pokedex = rat
Evolutions = RUSTACHE,LevelDay,30
#-------------------------------
[RUSTACHE]
Name = Rustache
Types = NORMAL,STEEL
BaseStats = 80,97,83,102,37,51
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 55
EVs = SPEED,2
CatchRate = 255
Happiness = 70
Abilities = LONGREACH,PICKUP
HiddenAbilities = TOUGHCLAWS
Moves = 0,PAYDAY,1,SCRATCH,1,LEER,3,ODORSLEUTH,6,LICK,9,FURYSWIPES,12,METALCLAW,15,QUICKATTACK,18,DIG,21,HONECLAWS,24,BULLETPUNCH,27,SUPERFANG,30,SMARTSTRIKE,36,SLASH,39,TAUNT,42,KNOCKOFF,45,METEORMASH,51,CLOSECOMBAT
TutorMoves = CUT,WORKUP,HELPINGHAND,BULKUP,ROAR,SWAGGER,TAUNT,TRIATTACK,EARTHQUAKE,DIG,BRICKBREAK,ROCKTOMB,FACADE,THIEF,LOWSWEEP,FALSESWIPE,BODYSLAM,ASSURANCE,BRUTALSWING,GYROBALL,SWORDSDANCE,SUBSTITUTE,ROCKSLIDE,XSCISSOR,SCREECH,STONEEDGE,SNARL,SHADOWCLAW,FORGEBREATH
EggGroups = Field
HatchSteps = 5120
Height = 0.9
Weight = 39.5
Colour = Brown
Shape = BipedalTail
Habitat = Grassland 
Category = Panhandle 
Pokedex = rat
#-------------------------------
[COSMET]
Name = Cosmet
Types =  ICE,STEEL
BaseStats = 30,20,50,45,40,65
GenderRatio = Female50Percent
GrowthRate = Parabolic
BaseExp = 60
EVs = SPECIAL_DEFENSE,1
CatchRate = 45
Happiness = 70
Abilities = ICEBODY,CLOUDNINE
HiddenAbilities = HEATPROOF
Moves = 1,POUND,5,DEFENSECURL,10,ICYWIND,15,MIRRORSHOT,20,HAZE,25,ICESHARD,30,IRONDEFENSE,35,AURORABEAM,40,BITINGCOLD,45,ICEBEAM,50,FLASHCANNON,55,RECOVER
TutorMoves = FLY,HELPINGHAND,ICEBEAM,BLIZZARD,TRIATTACK,HAIL,THUNDER,PSYCHIC,TORMENT,FLASHCANNON,FOCUSBLAST,BITINGCOLD,GYROBALL,NASTYPLOT,SCREECH,VOLTSWITCH,DAZZLINGGLEAM,FORGEBREATH
EggMoves = OVERHEAT,HYDROPUMP,ANCIENTPOWER
EggGroups = Amorphous,Fairy
HatchSteps = 4080
Height = 0.5
Weight = 13.2
Colour = Blue
Shape = HeadArms
Category = Small Step
Pokedex = 
WildItemUncommon = NEVERMELTICE
Evolutions = GLACIUTTLE,Level,34
#-------------------------------
[GLACIUTTLE]
Name = Glaciuttle
Types =  ICE,STEEL
BaseStats = 60,40,75,85,100,65
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 158
EVs = SPEED,1,SPECIAL_DEFENSE,1
CatchRate = 45
Happiness = 70
Abilities = ICEBODY,CLOUDNINE
HiddenAbilities = HEATPROOF
Moves = 0,FROSTBREATH,1,POUND,5,DEFENSECURL,10,ICYWIND,15,MIRRORSHOT,20,HAZE,25,ICESHARD,30,IRONDEFENSE,37,AURORABEAM,43,ICEBEAM,48,BITINGCOLD,53,FLASHCANNON,58,RECOVER
TutorMoves = FLY,HELPINGHAND,EXPLOSION,ICEBEAM,BLIZZARD,TRIATTACK,HAIL,THUNDER,PSYCHIC,TORMENT,FLASHCANNON,FOCUSBLAST,BITINGCOLD,GYROBALL,NASTYPLOT,SCREECH,VOLTSWITCH,DAZZLINGGLEAM,FORGEBREATH
EggGroups = Amorphous,Fairy
HatchSteps = 4080
Height = 0.9
Weight = 105.7
Colour = Blue
Shape = HeadArms
Category = Giant Leap
Pokedex = 
WildItemUncommon = NEVERMELTICE
Evolutions = CRYOGER,HasMove,BITINGCOLD
#-------------------------------
[CRYOGER]
Name = Cryoger
Types =  ICE,STEEL
BaseStats = 80,50,85,110,105,110
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 270
EVs = SPEED,1,SPECIAL_DEFENSE,2
CatchRate = 45
Happiness = 70
Abilities = ICEBODY,CLOUDNINE
HiddenAbilities = HEATPROOF
Moves = 0,METEORBEAM,1,STEELBEAM,1,POUND,5,DEFENSECURL,10,ICYWIND,15,MIRRORSHOT,20,HAZE,25,ICESHARD,30,IRONDEFENSE,35,AURORABEAM,43,ICEBEAM,48,BITINGCOLD,58,FLASHCANNON,62,RECOVER
TutorMoves = FLY,WORKUP,HELPINGHAND,EXPLOSION,ICEBEAM,BLIZZARD,TRIATTACK,HAIL,THUNDER,PSYCHIC,LIGHTSCREEN,TORMENT,ALLYSWITCH,FLASHCANNON,FOCUSBLAST,BITINGCOLD,GYROBALL,NASTYPLOT,SPEEDSWAP,SCREECH,VOLTSWITCH,DAZZLINGGLEAM,FORGEBREATH
EggGroups = Amorphous,Fairy
HatchSteps = 4080
Height = 1.8
Weight = 307.5
Colour = Blue
Shape = HeadArms
Category = Visitor
Pokedex = 
WildItemUncommon = NEVERMELTICE
#-------------------------------
[GULPI]
Name = Gulpi
Types = GHOST,ELECTRIC
BaseStats = 60,50,35,50,20,50
GenderRatio = Female25Percent
GrowthRate = Slow
BaseExp = 45
EVs = SPECIAL_DEFENSE,1
CatchRate = 210
Happiness = 70
Abilities = SWIFTSWIM,CURSEDBODY
HiddenAbilities = GALVANIZE
Moves = 1,SPLASH,1,ASTONISH,5,BABYDOLLEYES,9,SPARK,12,CONFUSERAY,17,BITE,20,TAKEDOWN,24,OMINOUSWIND,28,CHARGE,31,WHIRLPOOL,35,CRUNCH,39,HEADCHARGE,43,PHANTOMFORCE,49,VOLTTACKLE,53,HEADSMASH
TutorMoves = SWAGGER,TAUNT,TRIATTACK,RAINDANCE,THUNDERBOLT,THUNDER,RETURN,HEX,SAFEGUARD,TORMENT,FACADE,LIQUIDATION,THIEF,THUNDERWAVE,BODYSLAM,FOULPLAY,BRUTALSWING,NASTYPLOT,VOLTSWITCH,WILDCHARGE,DIVE,SURF,WATERFALL,STRENGTH,PLAYROUGH
EggMoves = NIGHTSHADE,AQUAJET,CRUNCH,POLTERGEIST,HAUNT
EggGroups = Water2
HatchSteps = 5160
Height = 0.6
Weight = 7.3
Colour = Yellow
Shape = Finned
Category = Lagoon
Pokedex =
Evolutions = MALHARO,Level,31
#-------------------------------
[MALHARO]
Name = Malharo
Types = ELECTRIC,GHOST
BaseStats = 105,100,77,93,40,75
GenderRatio = Female25Percent
GrowthRate = Slow
BaseExp = 218
EVs = ATTACK,2
CatchRate = 45
Happiness = 50
Abilities = STORMDRAIN,CURSEDBODY
HiddenAbilities = GALVANIZE
Moves = 0,PHANTOMFORCE,1,THUNDERFANG,1,SPLASH,1,ASTONISH,5,BABYDOLLEYES,9,SPARK,12,CONFUSERAY,17,BITE,20,TAKEDOWN,24,OMINOUSWIND,28,CHARGE,31,WHIRLPOOL,35,CRUNCH,39,HEADCHARGE,43,HAUNT,49,VOLTTACKLE,53,HEADSMASH,67,SHADOWFORCE
TutorMoves = SWAGGER,TAUNT,TRIATTACK,RAINDANCE,THUNDERBOLT,THUNDER,RETURN,HEX,SAFEGUARD,TORMENT,FACADE,LIQUIDATION,THIEF,THUNDERWAVE,BODYSLAM,FOULPLAY,BRUTALSWING,NASTYPLOT,VOLTSWITCH,WILDCHARGE,DIVE,SURF,WATERFALL,STRENGTH,PLAYROUGH
EggGroups = Water1,Water2
HatchSteps = 4080
Height = 3.9
Weight = 332.9
Colour = Green
Shape = Finned
Category = False Beacon
Pokedex =
#-------------------------------
[WRAZZAL]
Name = Wrrazal
Types = GHOST,ROCK
BaseStats = 70,60,45,65,50,40
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 70
EVs = ATTACK,1
CatchRate = 45
Happiness = 50
Abilities = PRESSURE
HiddenAbilities = CURSEDBODY
Moves = 1,SCREECH,1,HONECLAWS,1,BITE,4,SNATCH,7,ASTONISH,11,SPITE,16,ROCKTOMB,20,ANCIENTPOWER,22,SMACKDOWN,26,CURSE,30,HEX,34,SHADOWBALL,38,HONECLAWS,41,SHADOWCLAW,49,BRAVEBIRD,57,STONEEDGE,65,PHANTOMFORCE
TutorMoves = FLY,DEFOG,WORKUP,ROAR,SWAGGER,TAUNT,SANDSTORM,EARTHQUAKE,BRICKBREAK,HEX,ROCKTOMB,TORMENT,FACADE,THIEF,LOWSWEEP,STEELWING,FOULPLAY,SUBSTITUTE,ROCKSLIDE,STONEEDGE,SNARL,SHADOWCLAW
EggMoves = FLY,DESTINYBOND,OMINOUSWIND,CURSE
EggGroups = Flying,Dragon
HatchSteps = 5410
Height = 0.8
Weight = 6.8
Colour = Green
Shape = Winged
Category = Ghost Feather
Pokedex =
Evolutions = SPECTERZAL,Level,42
#-------------------------------
[SPECTERZAL]
Name = Specterzal
Types = GHOST,ROCK
BaseStats = 120,125,66,86,85,65
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 181
EVs = ATTACK,2
CatchRate = 45
Happiness = 60
Abilities = PRESSURE
HiddenAbilities = CURSEDBODY
Moves = 1,SCREECH,1,HONECLAWS,1,BITE,4,SNATCH,7,ASTONISH,11,SPITE,16,ROCKTOMB,20,ANCIENTPOWER,22,SMACKDOWN,26,CURSE,30,HEX,34,SHADOWBALL,38,HONECLAWS,41,SHADOWCLAW,49,BRAVEBIRD,57,STONEEDGE,65,PHANTOMFORCE
TutorMoves = FLY,DEFOG,WORKUP,ROAR,SWAGGER,TAUNT,SANDSTORM,EARTHQUAKE,BRICKBREAK,HEX,ROCKTOMB,TORMENT,FACADE,THIEF,LOWSWEEP,STEELWING,ACROBATICS,BODYSLAM,FOULPLAY,BRUTALSWING,SUBSTITUTE,ROCKSLIDE,STONEEDGE,SNARL,SHADOWCLAW
EggGroups = Flying,Dragon
HatchSteps = 6320
Height = 5.1
Weight = 149.7
Colour = Green
Shape = Winged
Category = God Feather
Pokedex =
#-------------------------------
[JAWSTER]
Name = Jawster
Types =  FLYING,GROUND
BaseStats = 82,94,90,52,62,76
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 270
EVs = DEFENSE,2
CatchRate = 45
Happiness = 70
Abilities = PRANKSTER,SOLIDROCK
HiddenAbilities = TRICKSTER
Moves = 1,GUST,1,MUDSLAP,3,GROWL,7,ASTONISH,13,PROTECT,21,BULLDOZE,28,IRONDEFENSE,35,DUALWINGBEAT,42,DRILLPECK,49,DRAGONRUSH,56,EARTHQUAKE,79,SHELLSMASH
TutorMoves =  TRICKROOM,WORKUP,HELPINGHAND,BULKUP,ROAR,SWAGGER,TAUNT,PROTECT,SANDSTORM,EARTHQUAKE,DIG,ROCKTOMB,AERIALACE,THIEF,SCORCHINGSANDS,BODYPRESS,ACROBATICS,SCOURINGWINDS,ROCKSLIDE,SCREECH,STONEEDGE,ZENHEADBUTT,DRILLRUN
EggMoves = DRAGONDANCE,IRONHEAD,SUCKERPUNCH
EggGroups = Mineral,Dragon
HatchSteps = 4080
Height = 0.94
Weight = 65.8
Colour = Orange
Shape = HeadLegs
Category = Surprise
Pokedex = 
WildItemUncommon = LIGHTCLAY
#-------------------------------
[LUMIPOP]
Name = Lumipop
Types =  PSYCHIC,POISON
BaseStats = 51,31,45,72,66,64
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 270
EVs = SPECIAL_ATTACK,1
CatchRate = 45
Happiness = 70
Abilities = DRYSKIN,ILLUMINATE
HiddenAbilities = MAGICBOUNCE
Moves = 1,ACID,1,GROWL,5,CONFUSION,8,CONFUSERAY,17,MIRACLEEYE,26,ACIDSPRAY,35,PSYBEAM,42,SLUDGEBOMB,51,PSYCHIC,60,SLUDGEWAVE
TutorMoves = TRICKROOM,WORKUP,HELPINGHAND,CALMMIND,VENOSHOCK,SWAGGER,TAUNT,THUNDER,DIG,PSYCHIC,PSYSHOCK,SLUDGEBOMB,TORMENT,FOCUSBLAST,CALMMIND,SPEEDSWAP,POWERSWAP,GUARDSWAP,DRAGONPULSE,POISONJAB,SCREECH,ZENHEADBUTT,DAZZLINGGLEAM
EggMoves = INSTRUCT,PSYCHICTERRAIN,PSYCHOSHIFT
EggGroups = Field,Dragon
HatchSteps = 4080
Height = 27.94
Weight = 1.8
Colour = Pink
Shape = Quadruped
Category = Trance
Pokedex = 
WildItemUncommon = 
Evolutions = LUMILIKO,LevelNight,29
#-------------------------------
[LUMILIKO]
Name = Lumiliko
Types =  PSYCHIC,POISON
BaseStats = 70,52,78,102,115,114
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 270
EVs = SPECIAL_ATTACK,2
CatchRate = 45
Happiness = 70
Abilities = DRYSKIN,ILLUMINATE
HiddenAbilities = MAGICBOUNCE
Moves = 0,HYPNOSIS,1,HYPNOSIS,1,ACID,1,GROWL,5,CONFUSION,8,CONFUSERAY,17,MIRACLEEYE,26,ACIDSPRAY,37,PSYBEAM,45,SLUDGEBOMB,54,PSYCHIC,63,SLUDGEWAVE,79,PSYCHOBOOST
TutorMoves = TRICKROOM,WORKUP,HELPINGHAND,CALMMIND,VENOSHOCK,SWAGGER,TAUNT,THUNDER,DIG,PSYCHIC,PSYSHOCK,SLUDGEBOMB,TORMENT,FOCUSBLAST,CALMMIND,SPEEDSWAP,POWERSWAP,GUARDSWAP,DRAGONPULSE,POISONJAB,SCREECH,ZENHEADBUTT,DAZZLINGGLEAM
EggGroups = Field,Dragon
HatchSteps = 4080
Height = 1.12
Weight = 34.5
Colour = Pink
Shape = Bipedal
Category = Hypnosis
Pokedex = 
WildItemUncommon = 
#-------------------------------
[WORMOTE]
Name = Wormote
Types =  BUG,PSYCHIC
BaseStats = 33,24,27,20,46,31
GenderRatio = Female50Percent
GrowthRate = Fast
BaseExp = 63
EVs = SPECIAL_DEFENSE,1
CatchRate = 180
Happiness = 70
Abilities = ILLUMINATE
Moves = 1,LIGHTSCREEN,1,STRUGGLEBUG,4,BUGBITE,8,CONFUSION,12,FURYCUTTER,16,SPIDERWEB,20,HYPNOSIS,24,ALLYSWITCH,28,PSYBEAM,33,XSCISSOR,37,DISCHARGE,40,LASERFOCUS,44,BUGBUZZ,48,VOLTSWITCH
TutorMoves = SCREECH,REST,THIEF,PROTECT,FACADE,SWIFT,LEECHLIFE,ENDURE,ENERGYBALL,ALLYSWITCH,LIGHTSCREEN,SAFEGUARD,PSYCHOCUT,TRICKROOM,WONDERROOM,MAGICROOM,PSYCHICTERRAIN,DAZZLINGGLEAM
EggMoves = FEINTATTACK,FLAIL,FURYCUTTER,RAGEPOWDER
EggGroups = Bug
HatchSteps = 5120
Height = 0.2
Weight = 1.2
Color = Gray
Shape = Insectoid
Category = Glow Worm
Pokedex = 
Evolutions = STRELAVISON,Level,32
#-------------------------------
[STRELAVISON]
Name = Strelavison
Types =  BUG,PSYCHIC
BaseStats = 62,34,47,81,69,69
GenderRatio = Female50Percent
GrowthRate = Fast
BaseExp = 63
EVs = SPECIAL_DEFENSE,2
CatchRate = 180
Happiness = 70
Abilities = SCHOOLING
Moves = 0,LUNARDANCE,1,LIGHTSCREEN,1,STRUGGLEBUG,4,BUGBITE,8,CONFUSION,12,FURYCUTTER,16,SPIDERWEB,20,HYPNOSIS,24,ALLYSWITCH,28,PSYBEAM,34,XSCISSOR,41,DISCHARGE,44,LASERFOCUS,48,BUGBUZZ,52,VOLTSWITCH
TutorMoves = HELPINGHAND,CALMMIND,SCATTERDUST,SCREECH,THUNDERBOLT,THUNDER,PSYCHIC,PSYSHOCK,ALLYSWITCH,THIEF,PROTECT,FACADE,SWIFT,ENDURE,LIGHTSCREEN,SAFEGUARD,PSYCHOCUT,TRICKROOM,WONDERROOM,MAGICROOM,PSYCHICTERRAIN,DAZZLINGGLEAM,WILDCHARGE,SUBSTITUTE
EggGroups = Bug
HatchSteps = 5120
Height = 0.8
Weight = 12.2
Color = Gray
Shape = BipedalTail
Category = Glamour
Pokedex = 
#-------------------------------
